,latent_factors,max_iter,rank_,map,ndcg,time
0,50,10,10,0.014678907967498527,0.0484034980679276,5.219240665435791
1,50,10,20,0.01750395493652365,0.09328181140261677,10.59044098854065
2,50,10,30,0.018809050431970287,0.13022845908751948,16.339385747909546
3,50,20,10,0.015156276733457909,0.04948817029353942,5.326202869415283
4,50,20,20,0.017732348267997765,0.09097688292319164,10.644161224365234
5,50,20,30,0.019156666162313023,0.13151650735543352,16.386338472366333
6,50,30,10,0.014012555511436918,0.04704765778591282,5.411531925201416
7,50,30,20,0.016890613194072607,0.09070571486678869,10.746484994888306
8,50,30,30,0.018291938937207305,0.1304318351298217,16.596611261367798
9,50,40,10,0.013987294915706525,0.048539082096129074,5.430871486663818
10,50,40,20,0.01688545429280173,0.09267168327571013,10.832226753234863
11,50,40,30,0.018251854418393228,0.13314351569385127,16.877897024154663
12,50,50,10,0.01539457104334059,0.05104738661785642,5.860496282577515
13,50,50,20,0.01811467983961559,0.09321401938851603,11.306535243988037
14,50,50,30,0.019521918002503243,0.13219442749644092,17.007286071777344
15,100,10,10,0.013437883683968688,0.04386143312317809,5.220775365829468
16,100,10,20,0.01616016060643235,0.08535014575283031,10.57982850074768
17,100,10,30,0.01739934975389803,0.121008745169819,16.45384645462036
18,100,20,10,0.01378811552189626,0.04481052132058844,5.338965654373169
19,100,20,20,0.01639472368399836,0.08399430547081554,10.82208514213562
20,100,20,30,0.017687618258948174,0.12033082502881161,16.680887699127197
21,100,30,10,0.013840842643974607,0.046098569588502475,5.666939735412598
22,100,30,20,0.016464774686302357,0.08731611416175175,11.253874778747559
23,100,30,30,0.017849363810133207,0.1250084740017626,17.096850156784058
24,100,40,10,0.013812838085768718,0.044946105348789914,5.652296304702759
25,100,40,20,0.016415664118325526,0.08521456172462884,11.231199502944946
26,100,40,30,0.017826034599113836,0.12283912955053895,17.204175233840942
27,100,50,10,0.013967105270237229,0.04704765778591282,5.822712182998657
28,100,50,20,0.016539707939191687,0.08575689783743475,11.272794723510742
29,100,50,30,0.017789555289647936,0.12338146566334486,17.143412828445435
30,200,10,10,0.011060132592571046,0.037827943868212324,5.400649070739746
31,200,10,20,0.013302962693629483,0.07206291098908549,10.75344467163086
32,200,10,30,0.014501097875128589,0.10494203782794387,16.61465883255005
33,200,20,10,0.012427325346788408,0.041014168530947054,5.761315822601318
34,200,20,20,0.01451156039150334,0.07375771134160396,11.19920015335083
35,200,20,30,0.015749706269468387,0.10670463019456308,17.081362009048462
36,200,30,10,0.012450904592962737,0.04087858450274558,6.003810882568359
37,200,30,20,0.014797598126760046,0.07694393600433869,11.394392728805542
38,200,30,30,0.01600390114935288,0.10941631075859264,17.15784525871277
39,200,40,10,0.012395258648055053,0.040268456375838924,7.464365720748901
40,200,40,20,0.014757348955510565,0.07701172801843943,13.093117952346802
41,200,40,30,0.015794969937748798,0.10806047047657785,20.587863206863403
42,200,50,10,0.012616793265562826,0.0419632567283574,6.534776449203491
43,200,50,20,0.014802630967693131,0.07619822384923056,12.103887796401978
44,200,50,30,0.01606963427939985,0.10921293471629043,17.93026828765869
45,500,10,10,0.00948686018596533,0.03125211850044065,6.0933403968811035
46,500,10,20,0.011296996250419671,0.058301132126635485,11.607102394104004
47,500,10,30,0.012086374351249799,0.07999457663887194,17.523541927337646
48,500,20,10,0.010577423860421617,0.03104874245813843,7.069252252578735
49,500,20,20,0.0122880214853803,0.05714866788692292,12.578506469726562
50,500,20,30,0.013027565338376184,0.0790454884414616,18.54940915107727
51,500,30,10,0.010742290272491609,0.031184326486339908,8.060967922210693
52,500,30,20,0.012488036637871272,0.05809775608433326,13.678135395050049
53,500,30,30,0.013330077040192146,0.08243508914649854,19.716578006744385
54,500,40,10,0.010472722860866028,0.030777574401735477,8.974843740463257
55,500,40,20,0.012117913552104237,0.05721645990102366,14.607442140579224
56,500,40,30,0.013070475405910323,0.08155379296318893,20.654345989227295
57,500,50,10,0.010432464627095498,0.03199783065554877,10.001837730407715
58,500,50,20,0.012109158869911362,0.05857230018303844,15.449470281600952
59,500,50,30,0.012963520943471741,0.08243508914649854,21.36802387237549
60,1000,10,10,0.009416095545849459,0.027591349739000747,9.860042095184326
61,1000,10,20,0.010661526516357581,0.04711544980001356,16.391600608825684
62,1000,10,30,0.011281682483160822,0.06345332519829164,23.435787200927734
63,1000,20,10,0.009257187836606184,0.027116805640295574,13.955061912536621
64,1000,20,20,0.010532258348665509,0.04664090570130838,20.30256700515747
65,1000,20,30,0.011186749207025936,0.06297878109958648,27.17778182029724
66,1000,30,10,0.009492307758527,0.027591349739000747,17.818968534469604
67,1000,30,20,0.010638156295833813,0.04643752965900617,24.360159873962402
68,1000,30,30,0.01130444577744882,0.06379228526879534,31.238348722457886
69,1000,40,10,0.009176752073843799,0.026913429597993355,21.606273889541626
70,1000,40,20,0.010393370114508825,0.04589519354620026,28.137490272521973
71,1000,40,30,0.011033766589723165,0.06311436512778795,35.53172516822815
72,1000,50,10,0.00958299302818318,0.026845637583892617,25.806581497192383
73,1000,50,20,0.010893126580432141,0.04711544980001356,32.50656533241272
74,1000,50,30,0.011596448163653789,0.06569046166361603,39.801570415496826
