,latent_factors,max_iter,rank_,map,ndcg,time
0,50,10,10,0.009270746239426324,0.03321808690936208,5.181061267852783
1,50,10,20,0.010849065518438571,0.056402955731814794,10.518458604812622
2,50,10,30,0.011381385471194726,0.07158836689038031,16.20520281791687
3,50,60,10,0.01100455390164561,0.035319639346484986,5.681610584259033
4,50,60,20,0.013019624494255845,0.06630058979052268,11.065298080444336
5,50,60,30,0.01415694605058359,0.09585790793844486,16.93514895439148
6,50,110,10,0.011693396089369215,0.038980408107924885,6.12507700920105
7,50,110,20,0.013833028190479508,0.07179174293268253,11.431071519851685
8,50,110,30,0.014953452691700208,0.10284048539082097,17.116486310958862
9,50,160,10,0.010851456936468116,0.03694664768490272,6.818732261657715
10,50,160,20,0.01281299671980091,0.0673852620161345,12.267595052719116
11,50,160,30,0.013969400064701194,0.09843400447427293,18.08150553703308
12,50,210,10,0.010870180445124509,0.038234695952816755,6.863718032836914
13,50,210,20,0.013052032891239908,0.07199511897498474,12.195454597473145
14,50,210,30,0.014149340490566941,0.10155243712290692,17.96699357032776
15,50,260,10,0.01156241223355316,0.03687885567080198,7.232668876647949
16,50,260,20,0.013747833030447649,0.0707070707070707,12.545223712921143
17,50,260,30,0.014993875599526028,0.10229814927801505,18.221623420715332
18,50,310,10,0.011355996311253565,0.03620093552979459,7.644764423370361
19,50,310,20,0.013469856609197195,0.06996135855196257,12.934342384338379
20,50,310,30,0.014526701446747855,0.09870517253067589,18.722712993621826
21,50,360,10,0.010207298294546611,0.03742119178360789,8.127223253250122
22,50,360,20,0.012184118498173302,0.06752084604433597,13.50792932510376
23,50,360,30,0.01337791082748653,0.09863738051657515,19.247265338897705
24,50,410,10,0.010733601057985834,0.03816690393871602,8.80946397781372
25,50,410,20,0.012902895886664854,0.07165615890448106,14.146425724029541
26,50,410,30,0.014020978379961182,0.10094230899600028,19.963714599609375
27,50,460,10,0.011065835730265247,0.035048471290082026,8.867966175079346
28,50,460,20,0.013071863293365299,0.06602942173411971,14.322633981704712
29,50,460,30,0.014241396966075097,0.09762050030506407,20.053154706954956
30,50,510,10,0.01092126657003614,0.03477730323367907,9.164991855621338
31,50,510,20,0.01315330677235984,0.06874110229814928,14.5256507396698
32,50,510,30,0.014230226576922361,0.09843400447427293,20.160173654556274
33,50,560,10,0.011310774733593513,0.038505864009219716,9.433077335357666
34,50,560,20,0.013460022167224257,0.07185953494678327,15.241289138793945
35,50,560,30,0.014526905828695149,0.10162022913700766,21.047648191452026
36,50,610,10,0.011792716770345395,0.03748898379770863,9.571715593338013
37,50,610,20,0.013962185053697352,0.0701647345942648,15.321056604385376
38,50,610,30,0.015077408951585344,0.09931530065758254,21.153167724609375
39,50,660,10,0.010616928849591029,0.03789573588231306,9.769310474395752
40,50,660,20,0.012788877911012148,0.07091044674937293,16.02265691757202
41,50,660,30,0.013947401330499069,0.10114568503830249,21.784484386444092
42,50,710,10,0.011789058153711377,0.0379635278964138,10.24982476234436
43,50,710,20,0.013923900425012388,0.07131719883397736,16.417911052703857
44,50,710,30,0.014967426348102005,0.10134906108060471,22.076768159866333
45,50,760,10,0.010831092430644984,0.03620093552979459,10.259531021118164
46,50,760,20,0.01312907657391727,0.0713849908480781,16.835439443588257
47,50,760,30,0.014146968252748249,0.09836621246017219,23.408257007598877
48,100,10,10,0.007387742342999623,0.0266422615415904,5.25640869140625
49,100,10,20,0.009372421174087361,0.05667412378821775,10.841928243637085
50,100,10,30,0.010333473001434692,0.08121483289268525,16.9009792804718
51,100,60,10,0.01114670191851398,0.03640431157209681,5.812805891036987
52,100,60,20,0.013161180850079713,0.06663954986102637,11.17426609992981
53,100,60,30,0.014210392377132673,0.09728154023456037,17.012364625930786
54,100,110,10,0.011150387436740884,0.03640431157209681,6.3587541580200195
55,100,110,20,0.013318631435816323,0.06955460646735814,11.760303497314453
56,100,110,30,0.014533678842203414,0.10155243712290692,17.442012786865234
57,100,160,10,0.011024568686761063,0.036539895600298286,6.878953218460083
58,100,160,20,0.013148192902383372,0.06894447834045149,12.53385853767395
59,100,160,30,0.01425991911328878,0.09836621246017219,18.737759351730347
60,100,210,10,0.011494700924231114,0.03769235984001085,7.636931419372559
61,100,210,20,0.013660295672766942,0.07097823876347366,13.009943008422852
62,100,210,30,0.014694858175582467,0.10155243712290692,18.93979835510254
63,100,260,10,0.010873502791847301,0.035861975459290894,7.724781274795532
64,100,260,20,0.01300947409965862,0.06813097417124263,13.212149858474731
65,100,260,30,0.014072991541051622,0.09741712426276185,19.18300771713257
66,100,310,10,0.011096691857318248,0.034573927191376856,8.272674083709717
67,100,310,20,0.01324341201499266,0.06657175784692564,13.539991617202759
68,100,310,30,0.014318292529688909,0.0968069961358552,19.201493501663208
69,100,360,10,0.010462527157158022,0.034641719205477595,8.686590194702148
70,100,360,20,0.012384176162100233,0.0652837095790116,14.207628726959229
71,100,360,30,0.01340387527012703,0.09321401938851603,20.270341157913208
72,100,410,10,0.011010674014029711,0.036607687614399025,8.761175155639648
73,100,410,20,0.013124986994510562,0.06901227035455224,14.16690731048584
74,100,410,30,0.014123070416797877,0.09748491627686258,20.083858728408813
75,100,460,10,0.010958700136552483,0.037082231713104194,9.900937557220459
76,100,460,20,0.013038793866426538,0.06928343841095519,15.409175395965576
77,100,460,30,0.014087485109409329,0.09694258016405667,21.479120016098022
78,100,510,10,0.010593147841469981,0.03559080740288794,9.962837934494019
79,100,510,20,0.012644161617026037,0.06630058979052268,15.393852472305298
80,100,510,30,0.013649006804484456,0.09497661175513525,21.267233848571777
